fulltext,label
ببینید خیلی موقعیت مزخرفیه که شوخی کنی، طرف نگیره و بره بالای منبر و توضیح ارائه کنه. بعد تو آخرش با کمال احترام بگی عزیزم شوخی بود. انتظار هم داشته باشی که ناراحت نشه.,0
 : بی‌خوابی‌ام را ،یک شبدر آغوش تو چاره می‌کنم عشق من ،بی‌تابی‌ام را چه کنم ...#عباس_معروفی,0
از دیگر اقشار جامعه که تعداد زیادی بیشعورو پر مدعی‌رو در خود جای داده صنف فروشندگان لباس هست. آقایون اکثرا تیشرتای جذب، شلوار جین تمام زاپ،با یه کتونی ۱۰۰٪ اوریجینال. خانوما ۸۰ قلم آرایش٫مانتو تاپ تولیدیشون با اقساط بلند مدت ٫دست به سینه رخ گرفته همراه با ریز عشوه‌های کلفتی,1
نمیدانم از دلتنگی عاشق ترمیا از عاشقیدلتنگ تر!فقط میدانمدر آغوش منیبی آنکه باشیو رفته ایبی آنکه نباشی ...عباس معروفى.همینقدر گنگ همینقدر بی‌احوالم .,0
 بهترین ضد عفونی کننده است مخصوصا خانمهایی که عفونت داخل رحم دارند دود انرا استفاده کنند در اصفهان بش میگند پشکل ماچلاق یعنی پشکل ماده الاغ,0
 ایران رو مسخره نکرد، به سیاست احمقانه‌ی سانسور طعنه زد.,1
خدا رو شکر که دشمنان مارا از حمقا قرار داد..#امید_به_احمق‌ها #امید_به_دلقکها,1
کسی کتابی راجع به نظریه نسبیت خونده که به نظرش خوب اومده باشه؟#ریتوییت,0
 من موافق نیستم باهات. اون طرف تمسخر کرده و بیشعورتر از اون انصاریان بوده. هم من میدونم و هم اون مجری که چرا اون حرف رو زده. هر دو مجری گاوی بیش نیستند از نظر من. من تا بحال همچین برخوردی رو اینجا ندیدم.,1
تنفس یک بازی دیدنی #بسکتبال با دانک عالی  ,0
این #علیرضا_صلواتی نه تنها در زمینه اقتصاد بی سواده کلا انگلیسی و اطلاعات عمومی هم نداره . وزیر امور خارجه امریکا رو وزیر کشور می دونه چرا ؟ چون رو با انگلیسی زیر صفرش وزیر کشور ترجمه می کنهدر یکی از برنامه های #منوتو سوتی داد ,1
سه شنبه ها با موری کسل کننده ترین کتابیه که تا حالا دیدم,0
 از تشبیهتون اصلا خوشم نیومد و اینهمه عصبی بودن برا خانومی خالی از خشم و مهربانی و عطوفت خوب نیمن نظرات شخصیمو در اینجا توییت میکنم حالا یک عده قلیلی میپسندن نظراتمو و یک عده کثیری همچون شما موافق نیستن باهامدلیل نمیشه شمشیر از رو ببندم!,0
 سلام کتاب های خوب و واقعی سراغ دارید لطفا معرفی کنید.خاصه در باره تاریخ معاصر,0
 همین استجازه ها مملکت را به این فلاکت انداخته والا به قول خود آقا ایشون هیچ‌ نقشی در اوضاع و احوال بدبختی مردم ندارن ؟,1
به جای حامد همایون و حمید هیراد، از چری و سانگ یانگ متنفر باشین,1
 دکتر کپی احمق باید باد تکبر از دماغش بیرون کند و برود گم شود همه چیز را دارد نابود میکند,1
 : دشنام ها و یادداشت های حاوی تهدید به قتل و . . . که نوشتند، نشان می دهد که چطور عشق عردوغن و تلاش نافرجام برای احیای امپرات…,0
واقعا فكر ميكنيد هر توئيتى كه واسه مخاطب ناشناس مينويسم واسه عشق از دست رفتمه؟؟خب خيلى احمقيد,1
 در واقع ما اون نسل احمقيم چون ميگى نسلى كه تربيتش با ماس احمقه,1
احترام به زن و انسانیت را از تمدن عشق ها یعنی تمدن غرب یاد بگیرید... ,0
زندگی مثل اون کتابی میمونه که از کتابخونه قرضش میگیری ولی بدون اینکه وقت کرده باشی بخونیش میری پسش میدی!,0
 چه نام زیبایی بانومن آبی دوس دارم. تو غذای مورد علاقه‌ات چیه؟,0
هتاکی و فحاشی نسبت به من.متاسفانه ایشون به من که از اهل سنت هستم و بهش یه تذکر دادم با این لفظ خطاب کردن.#امید_به_احمقها#امید_به_دلقکها ,1
آنتونی کندی در سال ۱۹۸۸ با پیشنهاد رونالد #ریگان قاضی دیوان عالی شد و جولای گذشته در سن ۸۱ سالگی از این سمت کناره گرفت. این تصمیم باعث شد تا راه برای تثبیت موضع ترامپ در دیوان عالی باز بشه.,0
دوباره موفق شدم بیشعوری خودم رو دقیقاً در زمانی که طرف مقابلم فکر می‌کرد خیلی باشعورم، نمایش بدم!! البته اون شخص نمی‌دونه که من بی‌شعورم، ولی خودم که می‌دونم!! ,1
 عشق عشق عشق عشق فرهاد مهراد۲ ساله این مرد رو تو تویتر همیشه به یاد مردم انداختم که این حقیر نگذارد لحظه ای از دید دوستان فراموش بشه,0
رهبر معظم انقلاب: آمریکایی ها شکستی بی سابقه از ملت ایران در قضیه تحریم ها خواهند خورد #امید_به_دلقکها #امید_به_احمقها,1
 دیدی حق با من بودبه شما ثابت شد که احمقانه و‌جاهلانه درباره من داوری کردی ؟,1
 ی بار که عاشق بشی،از همون لحظه توانایی تنفر ورزیدن هم پیدا میشه,0
 اها پس بذار بگمعزیزم فدای قد و‌بالات برم روزی چهاربارصبح و ظهر و عصر و‌ شبلای لای قشنگ چشم اهوی من فدای خانه ت بشم که پایین پراوه (اسم‌یه کوه تو کرمانشاهه)فدای دوتا چشمت که نخوابیدن بشم این بود :),0
زمستان و پاییز فصل‌های محبوب من‌اند، ولی حیف که شهر من در زیباترین زمستان‌هایش زشت‌ترین تصاویر را دارد، هوای سیاه، درختان لخت و دودی، برف‌های یخ‌زده‌ی خاکستری، اتومبیل‌های کثیف و گل‌آلود، کفش‌های خاکی، مردمانی عبوس و معطل در ترافیک و ...حیف از زمستان ما مردمان شهر تهران.,0
فقط یه دلقک میتونه چنین چیزی بگه که ایران حقوق بشر رو از سعودی ها یاد بگیره بعد اونوقت برخی ها به همین دلقک های احمق امید بستن!! #امید_به_دلقکها #امید_به_احمقها,1
حالا یا همه عوضی‌ان ( دور از جونتون) یا هر چی غثعوضیه به پست من‌ می‌خوره.همه اینجا متفق‌القول میگن تا من نیومده بودم یارو به هیچ عنوان سابقه سگ اخلاقی نداشته الان بخت من پاچه می‌گیره.#بختم,1
_تو غلط کردی حرف زدی+خفه‌شو آشغال وقتی با من حرف میزنی دهنتا ببند_برو لجن ریدم تو اون کلاهی که میخوای سر من بزاری+خودت عجب آدم خری جلوت وایساده_یا این گمشه بیرون یا من گم میشم بیرون+اصلا من انقلاب کردم خودت گمشو بیرون_+#جلسه_شورای_عالی_امنیت_مجازی,1
حتی داخل حساس ترین بازی ها مافیا نقش اولو داره!! فوتبال ما قربانی لجبازی مربی خارجی شد...این مملکت همیشه درگیر باند بازی و کثافت کاری هست! قربانیه اصلیشم مردم بدبخت و منافع ملی!!,1
۳۰۰متری منطقه ازاد #چابهار، شما از این تصویر چه برداشتی دارید؟بیست هزار!! مردم بومی #بلوچ کپرنشین در چابهار وجود دارد. سران این رژیم با طرح توسعه در چابهار برای نفرات غیر بومی ساختمان درست می کنند ولی مردم بومی بدبخت تر می شوند#بلوچستان ,1
 ما هم دوست داشتیم و داریم. فقط فرق این اقا با من و شما اینه مادرش فرانسویه، پدرش آلمانی، و من مادرم و پدرم ایرانین و کل جوونیم تو تحریم و بدبختی و دوندگی گذشت. یعنی میخوام بگم جبر جغرافیایی که میگن اینه :/,1
#سناریو تکراریه دوباره به یک نشست علیه ج ا فاشیست نزدیک شدیم یه جارو ترکاندن که بگن ما خودمون بدبختیم به ما نگین تروریست ,1
 بدترین بخشش جایی بود که لوازم با ارزش افراد که ازشون گرفته شده بود قبل از رفتن به اتاق گاز به نمایش گذاشته شده بود. دندو‌ن های طلا، کیف و کفش، حتی موی زن ها.,0
 : #امید_به_احمق‌هاوزیرخارجه آمریکا: از ایران میخواهم درمسائل مربوط به حقوق بشروحاکمیت قانون، از عربستان سعودی درس بگیرد!ره…,1
 : واقعا در عجبم که هنوز برخی براحتی آشغال پرت میکنن بیرون!چرا اخه؟!,1
" رها اعتمادى رو تو تلويزيون ايران ""همجنسباز"" معرفى ميكرد. اگه همجنسگرا بودهم از نظرم ايرادى نداشتها، ولى اون احمقهايى كه تو تلويزيون به هركى خارجه اين برچسيهاى كليشه اى ميزنن مسخرست.",1
" ادعای دکتری از یکی از بهترین ""دانشگاه های اآلمان"". و گفتم بیشتر مردهای ایرانی نه همه.من از تجربه ی خودم گفتم. و این #زن_ستیزی هست تو جامعه انکار نکنید.",0
 : به تعداد تمام شهرستانی ها و دهاتیهای اصیل و متمدن، به تمام پایتخت نشینهای نادان و بی فرهنگ، باید گفت؛ فقط انسانهای حقیر…,1
 عزیزم امین :( چقدر سخته.. واقعا میدونم که چقدر الان غمگینی. روحش شاد باشه و خدا بهت صبر بده,0
 من خنده‌م می‌گیره نمی‌تونم، عاشق شدنم نمیادفقط می‌تونم با مسخره بازی برقصم,0
 این ها نادانند. همه جای دنیا به این فکر می کنند که در صورت بروز یک فاجه ی طبیعی یا اتمی چطور شبکه های داخلی رو در سطح ملی در دسترس نگه دارند. منتها این ها چون احمقند به جای اینکه اسمش رو بگذارند، آزمایش توان حفظ شبکه یا چیزی شبیه به این، اسمش رو گذاشتند رزمایش. خر که شاخ نداره!,1
چقدر ما بدبختیم که همه از عکس العمل نشون ندادن فرماندهان سپاه و توبیخ نکردن سربازان به علت شادی خوشحالند.از مجری تلویزیون گرفته تا کاربران توییتر از سرداران آدم کش فاسد سپاه تشکر میکنن,1
 کسی رو جزخودش آدم حساب نمیکرد.این اواخرحتی فواد روحانی موسس اوپک روهم نمیزاشت بره اونجا میگفت اون احمقه.اینقد فضا رو بست تا انفجار رخ داد و آخوندا موج سوار شدن.حالا یه عده اومدن شرو ور میبندن به مصدق فرار به جلو چون همه چیز زیر پای منحوس سلطنت خودشون میاد.خوبه با عقل مطالعه کنیم,1
وقتي يه نفر بهم دروغ ميگه ميفهمم،ولي بازم تظاهر ميكنم كه باورش ميكنم،بيشتر از اون از خودم بدم مياد كه جوري رفتار كردم مردم فك كنن احمقو سادم وايسن تو صورتمو بهم دروغ بگن و خوشحال باشن...,1
 بهتره به قیافه اش عادت کنی در اوج رفاه تا اینکه با یک خوش قیافه مجبور باشی به بدبختی عادت کنی,1
 احمقانه ترین بیماریه ک دانشمندام دارن روش کار میکنن و هنوز ب نتیجه ای در موردش نرسیدن,1
 : عکسی تاریخی از رضاشاه و اولین گروه محصلین اعزامی بورسیه دولتی برای تحصیل عالیه در فرنگ.وقایع تاریخی سالهای بعدی کشور و شور…,0
+شنیدی پمپئو گفته: حاکمیت قانون و حقوق بشرو باید از عربستان یاد بگیریم!!!#امید_به_دلقکها #امید_به_احمقها,1
 حالا اونو ولش کن، تو چقد عاشق شدی ,0
 دوست من سایبریها دو هدف عمده رو دنبال میکنن.تخریب همگرایی و راه اندازی موج علیه فعالین واقعی و حقیقی.اگر تو این موارد اتفاق نظر داریم ادامه بدم,0
 : اگه از آخرین کتابی که همراه با مسواک زدن خوندی ۲۴ ثانیه گذشته، لب به سخن مگشا,0
این زبون‌بسته همونی نیست که ‌در وصف حناچی ازش عشق می‌بارید؟!  اون‌وقت «بیشتر مردم» دقیقا کیان؟! دیگه از اسکولی و درب‌وداغونی گذشتن؛ رد دادن بدبختا. ,0
 اون قدرتی‌ست که آدمی به واسطه‌ی حضور دختری زیبا پیدا می‌کند.,0
بیشعور‌ترین‌ها کسانی هستند که های دیگران را مسخره میکنن!!!آدم باشین لطفا!,1
تو خونه ما هروقت اعلام وضعیت قرمز میشه و با بابا یا مامانمون یا هردوشون قهر میکنیم بابام به عنوان کبوتر نامه بر بین جناحین شروع به فعالیت میکنه,0
 نادر این یه نکته رو موافقم. نه تنها درخواست غیر منطقیه حتی احمقانه است,1
 =((((((من یکی از گل های آبی اناری بهشت نمیشه باشم؟,0
+ به نظر شما در مثلا سیاستمداران دنیا، دلقک ها و احمق ها کدامند؟!&;&;&;&;ترامپ&;&;&;پمپئو&;&;نتانیاهو &;بن سلماناز نظر شما احمق واقعی کیست؟با منشن اعلام بفرمایید؟#امید_به_دلقکها #امید_به_احمق‌ها ,1
" : ""رهبر انقلاب: آمریکایی‌ها می‌گویند تحریم‌ها بی‌سابقه است؛ بله! ان‌شاءالله شکست شما هم بی‌سابقه است!""#امید_به_دلقکها#امید…",1
 : اسم کتاب “ مدیریت خانواده و‌ سبک زندگیِ “ ! سر و تهش رو بزنی خلاصه شده تو « بشور، بساب، بپز، ازدواج‌ »!زیر اسم کتاب هم‌نوشت…,0
 مطمئنن روی سخن امام صادق الان شمایید!! توان نظامی خودتونو که ماهوارتون نرفته برمی گرده ! موشکاتون چهار تاش تو ایران می خوره زمین یکیش صدکیلومتری هدف ، رو با اسراییل مقایسه می کنید !؟!! دیگه جنگ‌هشت ساله نیست که جوونای بیگناهو گوشت جلوی توپ کنید ! حرف مفت خرج نداره !! احمق نباشید!,1
 با توجه به تعریف انتزاعی از عشق ،اینکه کسی رو بیشتر از خودت دوست داشته باشی.یه تناقض با خودخواهی ذاتی انسان,0
 : بیشعورهایی مثل تو که دم از جمهوریطلبی میزنند غافلند که پادشاهیخواهان نیز بخشی از همان جمهور هستند ودارای حقوق مساوی.جالبست ک…,1
" : واقعا کسی هست که عاشق البوم ""بیداد"" نباشه؟",0
برادر عزیز سراییده اند که:زمستان آمده خشتکت کو؟خماری پر کشید ساقیت کو؟تو که یابو شدی جفتک پروندیهوا سرد شد عزیزم پالونت کو؟!بله! ,0
قدرت سخت آمریکا بشدّت ضربه دیده‌ است.ابزار نظامی دارند،امّا نیروی انسانیِ نظامیِ آمریکا به‌شدّت افسرده، سردرگم، سرگشته،و مردّد است.#امید_به_دلقکها #,1
 حیف نیست اون بانو این توییت زیبا رو نبینه آخه؟,0
تو اين بگايى و بى پولى شلوارك مهربانم هم جر خورد و بدبخت تر شدم:( ,1
چند دانه احمق، دسته به دستهبا نظم و ترتیب، یک جا نشسته#احمقهای_درجه_یک #امید_به_دلقکها ,1
 قبلش گفته خواهرش لیوانش رو شکسته بعد از ترسش نشسته گریه میکنه اینم هرچی بهش میگه اشکالی نداره بنده خدا گوش نمیده...این توییت شما باعث شد منم عصبانی شم تا اینکه خودم رفتم نگاه کنم و دلیلش رو پیدا کنم..گاهی بدون فکر و قضاوت بی مورد خودمون رو احمق نشون میدیم,1
ازداشت مرضیه هاشمی توسط احمق های درجه یک نمونه یک رفتار قرون وسطایی است #از_خاشقچي_تا_مرضيه #___,1
 دور از جونت عزیزمبیا بگو ببینم چی شدهشاید بتونم کمکت کنم,0
چرا نمیتونم باور یا قبول یا درک کنم اینو  لعنتی چطوری ممکنه اخه، حتی برعکسش چطوری اینقدر عوضی هستن بعضیا ,1
 ترکیه اسمش نژادپرستیه گیر دادین به روزنامه‌نگارای ایران بعدم ایرانیا از سردار ترک متنفرن آرزوشونه از تیم ملی بره,1
ولی این افغانی ها تو ایران بدبختن. خیلی بهشون ظلم میشه، درسته که یک سری فرصت شغلی ها رو گرفتن و ریدن تو بازار کار ولی بازم این دلیل نمیشه بهشون ظلم بشه. عمرا اون کاری که این کارگر افغانی انجام میده رو تو یا خودم بتونیم انجام بدیم,1
با احترام استدعا دارم مادامی که عین سگگگ درد نکشیدید لاف پریود شدن نزنید. شما عزیزان نهایتا و رو دیده باشید. ,0
عجب سروی، عجب ماهی، عجب یاقوت و مرجانی،عجب جسمی، عجب عقلی، عجب عشقی، عجب جانی،عجب لطف بهاری تو، عجب میر شکاری تو،دران غمزه چه داری تو؟ به زیر لب چه می‌خوانی؟عجب حلوای قندی تو، امیر بی‌گزندی تو#میرحسین #مذاکرات۸۸,0
 بذار بلند بشه، اگر زیبا شدم، خودم عکس می‌ذارم. ,0
 : یک بار هم که شده به حرف آقا گوش بدید#امید_به_دلقکها #امید_به_احمقها نداشته باشید ,1
کارخونه تولیدی ملا صاحب امتیاز حاج مم رضا پهلوی ، ارث گذاشتن واسه رضا پهلوی ، اونم مثل باباش از پاسدار و ملا بالا میره.... .#علی_عبدالرضایی_صدای_براندازان#ملاملیجک_روسی#آیدولا_شاشزاده#دلقکهای_ولایی ,1
کصکشای دزد. هزینه ساخت تونل ها رو ما مردم بدبخت دادیم به قیمت فروش تراکم و زشت شدن و کیری شدن شهری که داریم توش مثلا “زندگی” می‌کنیم. به قبر پدرتون سگ رید,1
 خودم ترکم. بخوام عاشق خودم بشم باید دو تا از دنده هامم پرایوت کنم,0
 عشق جان :’}منم باید بهت کادو بدم چون همش بودی کنارمو بهم انرژی دادی :))),0
به محض وی‌پی‌ان زدن مقادیر بسیار زیادی پوش‌نوتیفیکیشن از اینستاگرام میاد. حتی چت‌هایی که داشتین و پیام‌ها خونده شده. دوستان عزیز در حال حل مشکلات فرهنگی، سیاسی، اقتصادی، معیشتی ما هستند. دستشون در نکنه.,0
 : #امید_به_احمق‌ها #امید_به_دلقکهابرخی دولتمردان آمریکایی این‌طور وانمود می‌کنند که دیوانه‌اند، البته بنده این را قب…,1
دقت کردید هرزمان رهبری صحبتی میکنند که حال دشمنان گرفته میشه #روحانی هم اعلام وجود می‌کنه #احمق_درجه_یک #پدر_موشكي,1
کاش توانایی اینو داشتم که احساساتمو کنترل کنم و انقدر از خودم متنفر نبودم,1
" : احمق تر و متناقض تر از سلطنت طلبی که شعار میده ""جاوید شاه"" یا ""رضاشاه روحت شاد""بعد شعار میده مرگ بر دیکتاتور وجود داره؟#کفت…",1
 حاج آقا من به عنوان یک دانشجو کلی کتاب از نشر شما گرفته بودماما الان تقریبا حدود یک ماهی میشه کتاب جدید نخریدم,0
رهبرانقلاب: زورگویان جهانی با یک قدرت جوان، رو به رشد، پر تلاش و پر انگیزه دشمن هستند که این قدرت معنوی ۴۰ سال است در مقابل چشم آنها روز به روز تنومندتر و قدرتمندتر شده و تَرَک‌ها و شکاف‌های استکبار را عمیق‌تر کرده است.##امید_به_دلقکها,1
 خیلیا، من چندتا از بهترین اکانت‌هایی که میشناسم بالای هزارن.درست این بود یک کار اصولی میشد، این باندهای چندهزارتایی پیدا میشد، فقط معیار ۱۰۰۰ خیلی خطا داره.,0
 : یک شب استاد احمقی واسه یکی از دانشجوهاش که یه دختره این ایموجیرو میفرسته !دختر خانوم هم بلاکش میکنهحالا استاد خره…,1
 ما هم همین رو میگیم هنرمند عزیزمطالعه تون رو بیشتر کنید,0
 چقد عالی بود این سکانس چقد حیف که تا الان ندیدم این سریالو حتما باید بگیرم و ببینمچند فصلش اومده؟؟,0
 مهربان همسر ما در منزل درست می کنند .....گاهی,0
 وقتی او با آن بیسوادی و حقارت لیدر توست تو هم باید در همین حد اکابر بتوانی صحبت کنی!طبیعی‌ستبدبخت کسانی که باز قرار است به دنبال بی تجربه های شیاد و کم سواد به بیراهه بروند,1
چرا الان موقع تمیز کردن کتابخونم باید گریه‌م بگیره ؟خاک تو سرم نصف شبی,0
بهترین آهنگ شاهین نجفی رو معرفی کنین برای اولین بار میخوام گوشش کنم,0
 چجوری اینقدر ضایع هستین شماها؟؟ یعنی میخوای دروغ بگی قبلش یه حساب کتاب سرانگشتی هم نمیکنی که بگنجه؟ ,0
فقط براندازا و اصلاح‌طلبا میتونن برای سرنگون‌کردن حکومت آخوندیبا تشویق یک آخوندبه یک آخوند رای بدن و در حالی که میگن از همه‌ی آخوندا متنفرنما رو به پادویی و سواری دادن به آخوندا متهم کنن#منطق_اصلاح_طلبی,1
احمق سوال می پرسم ازت یعنی میخوام مکالمه باهات شروع کنم تو هم یه چیزی بپرس:// ,1
دلم می‌خواد ادامه‌ی کتابمو بخونم، نه دلم می‌خواد کافی نیست، می‌تونم قلبم رو ۳تکه کنم و ۲تکه‌شو بدم که برم بخونم اما با تموم کردنش بخشی از من می‌میره. .,0
کوتینیو مثل هر بازیکن دیگه ای روز خوب داره روز بدم داره. بازی با اینتر برگشت یکی از بهترین بازیاشو برای بارسا انجام داداگه نمیتونیم خوبی هاشو بگیم پس نباید بدی هاشم بگیمبه عنوان یه بارسایی بهت میگم کوتینیو اگه 200 میلیونم بود ارزششو داشت چون بارسا رو داره,0
سخت باید تلاش کنی تا به هدفت برسی...#دوبله #طنز #فیلم #فیلم_طنز #حیوانات #دابسمش #دابسمش_ایرانی #عشق #رفیق #ورزشی #صدا_گذاری #خندهدارترین #دلار #آهنگ #خنده #شاخه_اینستا #ایران… ,0
 + این دو احمق مزاحم شده‌ اند- بیشعورها برید ,1
 ادمی که اینقدر احمقی هنوز دنبال شاه میگردی بیاد مملکت را اداره چس مغز که نیستی هیچ به جای مغز پهن تو کلته احمق .... هنوز تو سال ۲۰۱۹ نفهمیدی باید مردم بر مردم حکومت کنند نه شاه و شاهزاده بی شعور بز,1
 من اولین باری ک وارد بیمارستان شدمبا یه خانواده ک عزیزشونو از دست داده بودن برخورد کردمنشستم باهاشون به گریه کردن =(((,0
همن که صبح از خواب پاشدی دیگه هیچی زیبا نیست ,0
 چرا میگی رژیم جمهوری اسلامی، ملت #ایران میخواهد شما سگ های بدبخت و هار را نابود کند و به زباله دان تاریخ بفرستد، به زودی انشالله,1
 و نمیشه هم خودمونو صد در صد بدبخت بدونیم!زندگی همه بالا و پایین داره! شاید دیر برسی به بالاش ولی اگه تلاش نکنی هیچ‌وقت نمیرسی ! گاهی سخته ولی دست رو دست گذاشتن به هیچ جا نمیرسونه ادمو,1
 از اولم نبود که بره بعد 57 همه بدبختیا اومدن لعنت به هرچی ظالم و ایل تبارشون,1
دل به تو دادمکه غمم برهانینشوی تو همان کسکه به درد بکشانیکاش که شود بازکه یک روزتو بیایی و…بمانی!شبتون زیبا و رویایی عزیزای دل ,0
 آقا انصافا این ناف چرا آشغال جمع میکنه؟! واسه من واقعا سواله این قضیه :/,1
 بیشعور اول برو ببین انجمن نسوان اهدافش چی بود برا چی فعالبت می کرد بعد چرت و پرت بگو این انجمن ها قبل مشروطه بعد مشروطه فعال بودند حتی با انجمن زن انگلستان دنبال حق رای بودند در ارتباط بودن این انجنن ها اعضاش هیلی خیلی اشما بی مغز ها جلوتر بودند خاک برسرت,1
عزیزی که منشن میزنی ولی نامرئی همین میخواسم بدونی منشن زدناتو دوس دارم ولی چیزی از منشنات نمیبینم=)))),0
هیجان زده بودم که اومده خونه امون. قرار بود ناهار بمونه. خوشحال بودم و دستشو گرفته بودم جلوی در. دختر عموم که عاشقش بود اومد بیرون و شروع کرد به اداهای کیوت درآوردن و ازش خواست یه عکس با هم بگیرن. من میدونستم اون خوشش نمیاد و میدونستم با روی باز انجامش میده چون اونجاست و با همیم,0
#این_توهینه کاری زیبا و ماندگار از #مانا_نیستانی نشر از ,0
 : الان ميفهمم چرا بازيكناي پرتغال اينقدر از كيروش متنفرن تو منچسترم مشكل اصلي مورينيو بود نه بازيكنا كلاً پرتغاليا خيلي تخمي و…,1
 : دست بکشید از لاس زدن با زامبی ها،راه گشا فقط سرخ زامبی ست،فقط سرخ زامبی#دلقکهای_ولایی #علی_عبدالرضایی_صدای_براندازان…,1
 : پاشین بریم عربستان زندگی کنیم؟!یعنی هرچی اینجا خلاف قانون اسلامیه،اونجامجاز میشه!اونا اولش شاید نادون بودن!الان دارن می…,1
 همه این بدبختیایی که ما میکشیم تو این مملکت. از خشک مغزی. مذهبیونمونه یا به قول شریعتی. ازخر مذهب هاییه که از اسلام یا تکفیر برداشت میکنن یا تبشیر و فهم دقیقی از مسایل ندارن منایراد میگیرم به حدیث از بابت محتوا. طرف جای جواب دادن منو فیک خطاب میکنه چرا؟,1
 عزیزم چند بار باید بهت یاد آوری کنم. هر وقت جمله ای را کُردی نوشتید حق دارید هر طور دلتان خواست واژه کُرد را بنویسید ولی وقتی جمله ای را فارسی یا هر زبان دیگری نوشتید باید آیین نگارش آن زبان را رعایت کنید در غیر اینصورت بی هویتی بیشعوری و بیسوادی خودتان را نشان دادید.,0
 الان دارم بیشتر ضبط میکنم که هم سرعتم بیشتر بشه هم برای هفته هایی که احیانا مشکلی پیش میاد و نمیتونم ضبط کنم از قبل محتوا داشته باشم. حقیقتش این فعالیت که شروع کردم تفریحی نیست. جدیه :) در نهایت باید منجر به کسب درآمد بشه,0
 نخندچه فانی..من بدبخت پارسال دیدم برف سنگین قراره بیاد، رفتم خریدم و کردم اومدم بیرون دیدم سفید شده،از پارکینگ زدم بیرون دیدم چه شیبی داره،هیچی دیگه نمیموند ماشین،با لایی یه ماشین مدل بالا رو رد کردم، امدم وسط خیابون اصلی کوبیدم به یه ماشین دیگه،مفت مفت مجبورشدم خسارت بدم دیگه:(,1
 : هر چه گزند و بدی و جنگ و خونریزی و... از ماست که بر ماست اگر عشق را رواج میدادیم این همه متحمل ضرر و زیان بخود و دیگران نم…,0
 چرا آخرین؟ هرساله هزاران بار، هر باره هزاران عشق,0
 مهم نیس که احمق فرض بشی مهم این که اگر یه روز اون طرف نباشه خودت از این که آنقدر خوب بودی حال کنی,1
امروز رهبر معظم انقلاب در صحبت هایشان فرازی داشتند که من هم بدان اعتقاد دارم. ایشان فرمودند: «برخی دولتمردان آمریکایی این‌طور وانمود می‌کنند که دیوانه‌اند، البته بنده این را قبول ندارم اما آنها حقیقتاً احمق‌های درجه یکی هستند»,1
#ذکر_امروزبا خودت #تکرار کن امروز از همه جا بوی عشق می آید؛من سرشار از حس بودنم و ثروتم و امروزم را با انرژی پرعشق، می سازم.,0
 سلام دوست خوبم صبحت پر از نشاط دلت گرم و پر از عشق و شوقِ زندگی همیشه شاد و سلامت و موفق باشی رفیق ,0
 از همون اولین روزهای عنقلاب در صفها شخصیتمون له شد که تونستند ۴۰ سال بر این له شده ها حکومت کنند . بازیابی شخصیتی اعتراض مخالفت گردهمایی پیدا کردن همدیگر و بعد #میدان_میلیونی و براندازی نظام تنها راه حل گذار از جاعش است . سه مرحله رو گذروندیم سه مرحله ی دیگه مونده,1
مهندس توده ای بوده تو ذوب آهن 40 هزار تومن حقوق میگرفته و مجاهد شرکت نفتی ماهی 18 هزار تومن(قیمت پیکان 17 هزار تومن).از 1960 تا 1979 دانشجوهای ایرانی آمریکا از 7000به120000رسیده بود.بهشت نبودنش به خاطر وجود مصدقی و توده ای و کنفدراسیونی و غیره بوده که منت رعایت انصافشون هم هست. ,0
بهترین کون ها رو کسایی دارن که یُبس‌ اناز بس سر دستشویی میشینن زور میزنن که کونشون قشنگ فرم میگیره,0
 شایدم عوضی هایی مث شما سلبریدی ها دارن تلاش میکنن خلاف جهت رو به ما نشون بدن.بعد میای توییتر داره شر و ور تلاوت میکنی و ژست میگیری..,1
ګراني، با استفاده از همین تاکتیک ها مردم را گنگ و کر ساختند که همه درد و ظلم را تحمل کنند و صدای شان نبراید. و نتیجه اش همین بدبختی های امروز ما زنان است.خداوند انسان را کرامت بخشید و بیان را آموخت، طوری که در سوره رحمن آمده “علمه البیان” و قوت بیان یکی از نعمات الهی است. :-) ,1
موقعی که مدافعین نیمکت نشین بلژیک و ترکیه و فاقد تیم به بهترینهای لیگ برتر ترجیح داده میشن نتیجه بهتر از این نمیشه. #تیم_ملی ,0
 البته داستان زندگی من «بینوایان» بوده، اما خب آدمی همیشه فکر می‌کنه میدونسته کار بیشتری بکنه و دریغ ‌کرده.من فقط در زمینه عشق مدیون خودم نیستم، چون عمیقا سرسپرده و شیدا بودم و از همه چیزم گذشتم.,0
 : حالا خودم سینگل بدبختم این دوستای پفیوزمم هی پیام میدن ایده میخوان واسه کادوی ولنتاین دوست پسرشونیکی دیگه میکنه یکی دیگ…,1
تقریبا هیچ آهنگی ارضام نمیکنه جان عزیزتون بهترین آهنگی که گوش دادین رو معرفی کنینازونا که روحتون میره بالاتر از بدنتون و از بالا جسمتون و نگاه میکنه,0
 هرکس که بهت بگه عوضی دروغ نگو میشه عقده ای؟,1
 چیزی از زیباییش کم نمیکنه در هر صورت :|,0
 اون چه آدم عوضی هست که جان شماست (توهین نکردم ها - خودت توی بیو نوشتی همشیره),1
